Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-11-20 09:15:00+05:30,2796.10009765625,2815.0,2792.39990234375,2812.300048828125,46635,0.0,0.0,SRF.NS
2025-11-20 09:30:00+05:30,2812.300048828125,2819.199951171875,2804.0,2807.699951171875,64821,0.0,0.0,SRF.NS
2025-11-20 09:45:00+05:30,2806.39990234375,2811.699951171875,2800.0,2802.5,16223,0.0,0.0,SRF.NS
2025-11-20 10:00:00+05:30,2803.89990234375,2816.39990234375,2802.0,2812.0,67604,0.0,0.0,SRF.NS
2025-11-20 10:15:00+05:30,2812.0,2830.60009765625,2810.60009765625,2829.60009765625,51466,0.0,0.0,SRF.NS
2025-11-20 10:30:00+05:30,2829.10009765625,2844.199951171875,2824.5,2838.5,68792,0.0,0.0,SRF.NS
2025-11-20 10:45:00+05:30,2838.5,2838.5,2829.199951171875,2832.10009765625,43561,0.0,0.0,SRF.NS
2025-11-20 11:00:00+05:30,2832.10009765625,2837.199951171875,2823.89990234375,2836.699951171875,22032,0.0,0.0,SRF.NS
2025-11-20 11:15:00+05:30,2834.800048828125,2840.39990234375,2829.199951171875,2839.89990234375,39713,0.0,0.0,SRF.NS
2025-11-20 11:30:00+05:30,2840.0,2850.0,2838.800048828125,2848.300048828125,26873,0.0,0.0,SRF.NS
2025-11-20 11:45:00+05:30,2848.300048828125,2850.60009765625,2844.0,2846.0,13552,0.0,0.0,SRF.NS
2025-11-20 12:00:00+05:30,2846.0,2846.0,2835.0,2841.0,15804,0.0,0.0,SRF.NS
2025-11-20 12:15:00+05:30,2841.0,2853.5,2840.300048828125,2852.89990234375,52794,0.0,0.0,SRF.NS
2025-11-20 12:30:00+05:30,2852.89990234375,2858.89990234375,2851.10009765625,2853.800048828125,69008,0.0,0.0,SRF.NS
2025-11-20 12:45:00+05:30,2854.699951171875,2857.699951171875,2852.10009765625,2856.0,11533,0.0,0.0,SRF.NS
2025-11-20 13:00:00+05:30,2858.699951171875,2864.199951171875,2857.60009765625,2860.699951171875,26409,0.0,0.0,SRF.NS
2025-11-20 13:15:00+05:30,2860.699951171875,2862.0,2853.39990234375,2861.89990234375,18552,0.0,0.0,SRF.NS
2025-11-20 13:30:00+05:30,2861.89990234375,2862.0,2856.89990234375,2859.39990234375,15981,0.0,0.0,SRF.NS
2025-11-20 13:45:00+05:30,2859.300048828125,2872.0,2858.89990234375,2870.5,39419,0.0,0.0,SRF.NS
2025-11-20 14:00:00+05:30,2870.5,2874.699951171875,2866.10009765625,2870.699951171875,23112,0.0,0.0,SRF.NS
2025-11-20 14:15:00+05:30,2870.699951171875,2874.800048828125,2869.0,2874.0,27466,0.0,0.0,SRF.NS
2025-11-20 14:30:00+05:30,2874.0,2876.0,2860.800048828125,2865.5,40383,0.0,0.0,SRF.NS
2025-11-20 14:45:00+05:30,2865.39990234375,2870.10009765625,2861.0,2862.0,25050,0.0,0.0,SRF.NS
2025-11-20 15:00:00+05:30,2862.0,2862.0,2848.39990234375,2849.89990234375,98167,0.0,0.0,SRF.NS
